name,duration,rating,genre,poster,years,total_years
Kaybolan Yillar,None,6.8,['Action. Crime. Drama'],"https://m.media-amazon.com/images/M/MV5BMzQ4N2FmNDktOWMwMS00YzNkLTk5NDgtYTY2MzA4ZWRhNzhiXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR87,0,190,281_.jpg","['2006', '2007']",5
Kaygisizlar,33,8.2,['Comedy'],"https://m.media-amazon.com/images/M/MV5BZTIwOTU4OGQtY2NhNi00ZjM5LThhZjctZmI2M2JmM2U5OTkzXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UY281_CR3,0,190,281_.jpg","['1994', '1998']",2
Kayip,90,7.8,['Action. Drama'],"https://m.media-amazon.com/images/M/MV5BZjY5N2E0MmEtNDQ5Yi00MDdhLTlhZWItNWIxZGJkYWY0YTE0XkEyXkFqcGdeQXVyODA5OTA3NjE@._V1_QL75_UX190_CR0,1,190,281_.jpg","['2013', '2014']",1
Kayip Araniyor,90,3.4,['Crime'],"https://m.media-amazon.com/images/M/MV5BNjE1ZDllY2ItYTc0Zi00NTkwLTkzNGMtMGQ5ODNmZDllMjk1XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_QL75_UX140_CR0,12,140,140_.jpg",['2011'],None
Kayip Madalyon,35,None,['Comedy. Family'],"https://m.media-amazon.com/images/M/MV5BZDZjN2EyMDYtYmZlNS00MmQ1LThiZGItNGU4N2FhZjhmMjdhXkEyXkFqcGdeQXVyODMyODMxNDY@._V1_QL75_UX140_CR0,12,140,140_.jpg","['2010', '2012']",None
Kayip Prenses,None,None,['Comedy. Fantasy'],"https://m.media-amazon.com/images/M/MV5BZmUxNGUzZmMtMGIxMS00NzQxLWE2YjctM2MzZTVjYWQ1NWI2XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_QL75_UY281_CR6,0,190,281_.jpg",['2008'],2
Kayip Sehir,90,7.4,['Drama'],"https://m.media-amazon.com/images/M/MV5BOWMzNmRlOWItODU3Yy00MzI3LTljZGYtOTkyOTBhOTZjYWU1XkEyXkFqcGdeQXVyNTM5NjkxMzM@._V1_QL75_UY281_CR46,0,190,281_.jpg","['2012', '2013']",1
Kayitdisi,110,5.0,['Drama'],"https://m.media-amazon.com/images/M/MV5BNjAwOTQzZGUtYmM3OS00ODk2LWI4OTktZjNlZjU1ZWExM2I0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzExMzIxMDA@._V1_QL75_UY281_CR3,0,190,281_.jpg",['2017'],2
Kaynanalar,30,6.9,['Comedy. Family'],None,"['1974', '2005']",None
Kazan Dairesi,23,None,['Musical'],"https://m.media-amazon.com/images/M/MV5BZDViOTg5MzEtMmMyMy00NzMxLTg4ZjktYjhhNjk2MjdmOWI3XkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_QL75_UY281_CR5,0,190,281_.jpg","['2012', '2013']",1
Kazara Ask,120,4.8,['Comedy. Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BOTY0M2E0ZDQtZjFmNy00MjUzLWE1NDUtMTI1ZTA5Nzg1YmNlXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR4,0,190,281_.jpg",['2021'],4
Kazikli Maria,None,None,['Talk-Show'],None,"['2018', ' ']",None
Kaçacagim,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BZGJjYjVjNzEtYTNlOC00NGMyLWJkMDktYWY2MGNlNTg3YjFlXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UX190_CR0,8,190,281_.jpg",['2021'],3
Kaçak,100,6.5,['Action. Crime. Drama'],"https://m.media-amazon.com/images/M/MV5BZjM4YWFhZDUtNjNhYi00YWU3LWI3NmYtNTFiOTg3YzQ2NWFkXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UX190_CR0,11,190,281_.jpg","['2013', '2015']",2
Kaçak Gelinler,120,5.5,['Comedy. Romance'],"https://m.media-amazon.com/images/M/MV5BNTNhZmNjOWEtOTUwMC00ZDA0LWE0MDktODlhODMzZGM5ZDQ5XkEyXkFqcGdeQXVyNTEyODUwMzM@._V1_QL75_UX190_CR0,4,190,281_.jpg","['2014', '2015']",1
Kaçin Kurasi,100,4.5,['Comedy. Romance'],"https://m.media-amazon.com/images/M/MV5BMDc1ZDA0NjktODA0Yi00ZjUxLWJlNjctZmM4ZThjYjcyNmIyXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",['2016'],None
Kaçis,30,2.4,['Game-Show. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BNjU0YmVjN2QtODEyNy00MDA3LWFjNmEtOTBhMjRkNjk5YWIyXkEyXkFqcGdeQXVyMTIyMjI4OTkx._V1_QL75_UY281_CR18,0,190,281_.jpg",['2021'],None
Kaçis,45,6.2,['Action. Adventure. Drama'],None,"['2022', ' ']",1
Kaçis Plani,30,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BYzJmZDE4MGYtODgwMy00OGY4LWEzMTctMGIzYmRmMTc4ZjU3XkEyXkFqcGdeQXVyMTA2NDQxNjI2._V1_QL75_UY281_CR11,0,190,281_.jpg","['1999', '2000']",2
Kefaret,120,4.8,['Drama'],"https://m.media-amazon.com/images/M/MV5BNmVhZDQ3YjItM2NhMC00MmIyLTg1ZWEtODFkZTRkOTY3ZGVlXkEyXkFqcGdeQXVyMzg5OTkyODk@._V1_QL75_UX190_CR0,6,190,281_.jpg","['2020', '2021']",1
Kehribar,120,6.6,['Action. Drama'],"https://m.media-amazon.com/images/M/MV5BN2U1NGNlNWMtYzVjNS00MDI0LWE2ZmItNDBjNjRmYjZhOTNkXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR46,0,190,281_.jpg",['2016'],None
Kel Alaka,90,4.8,['Comedy. Family. Talk-Show'],"https://m.media-amazon.com/images/M/MV5BYzA2NTI2MTctNzZhOC00NzRhLTljZDEtZTU4MTVhYWNjMTA4XkEyXkFqcGdeQXVyNTczMjA3ODg@._V1_QL75_UY281_CR221,0,190,281_.jpg",['2014'],1
Kelebek Çikmazi,90,5.3,['Drama'],"https://m.media-amazon.com/images/M/MV5BNTgxN2I1ZDUtNmRhNS00NWMxLThiMjgtNzhkODg2NmI3NTFiXkEyXkFqcGdeQXVyNDIwOTkyNjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",['2007'],None
Kelime Oyunu,60,7.9,['Game-Show'],"https://m.media-amazon.com/images/M/MV5BYTIyZDFiN2MtMTBkMC00NDczLWEwYjItZjUxZWM3NTE0ODEzXkEyXkFqcGdeQXVyMTIzNTI0Njcx._V1_QL75_UY281_CR5,0,190,281_.jpg","['2009', ' ']",None
Kelimeler ve Seyler,52,None,['Talk-Show'],"https://m.media-amazon.com/images/M/MV5BZDk1YjBkZGMtNDYwMC00NGIxLTk4N2EtMzA2MzFhNjgyYzJmXkEyXkFqcGdeQXVyNTM5NjkxMzM@._V1_QL75_UY281_CR6,0,190,281_.jpg",['2019'],2
Keloglan Masallari,None,6.7,['Animation. Adventure. Comedy'],"https://m.media-amazon.com/images/M/MV5BZDI2M2RkOGItODZjOS00YjQ1LWI1YjYtMzBjODcxYWRhYWZkXkEyXkFqcGdeQXVyMTAyODEwMTk0._V1_QL75_UY281_CR116,0,190,281_.jpg","['2008', '2016']",None
Kendi Düsen Aglamaz,None,None,['Game-Show'],"https://m.media-amazon.com/images/M/MV5BYmViZjFiMjctNjUyMi00ZWIzLWExZjUtNjM3MzQxYTMyODRkXkEyXkFqcGdeQXVyMDEyNjU5OQ@@._V1_QL75_UY140_CR3,0,140,140_.jpg",['2016'],1
Kendi Okulumuza Dogru,None,5.3,None,"https://m.media-amazon.com/images/M/MV5BOTQ1NTk2ZmMtNmYwZi00MDg4LTk5MDctNGMxNzdkZDI4MzZlXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR74,0,190,281_.jpg",['2008'],None
Kendimize Dogru,65,None,['Comedy'],None,"['2012', '2013']",None
Kent Ozanlari,None,None,['Music. Talk-Show'],"https://m.media-amazon.com/images/M/MV5BYTk0YzdiY2YtMmY1Ny00YmQ0LWFjZWQtMDEyY2M3NzU4ZjUxXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UX190_CR0,2,190,281_.jpg",['1998'],3
Kertenkele,120,3.9,['Comedy. Crime. Romance'],"https://m.media-amazon.com/images/M/MV5BYjczZWEwOTctNmQxZi00MDQzLWFhMzItYjY1MzJkMzgxYzc2XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR276,0,190,281_.jpg","['2014', '2016']",None
Kertenkele Yeniden Dogus,120,5.2,['Action'],"https://m.media-amazon.com/images/M/MV5BZTQ2N2QwMDItMmU0My00MzI2LWFmZjEtMjlhYmNlYWJkZDI2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTEyODUwMzM@._V1_QL75_UY281_CR6,0,190,281_.jpg",['2016'],2
Kesanli Ali Destani,120,5.4,['Drama'],"https://m.media-amazon.com/images/M/MV5BMzNlODc2ZDMtZThhZS00Yzk0LWFmZjEtMWUyOTYzNzNhYWNmXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg","['2011', '2012']",1
Kesin Yasanmistir,40,5.6,['Reality-TV. Talk-Show'],"https://m.media-amazon.com/images/M/MV5BN2FhNWQyOTgtZjRmMS00OTQ1LTgyNWUtNjIyNzgzNzAwNDFiXkEyXkFqcGdeQXVyNDg0NjMwNDY@._V1_QL75_UY281_CR13,0,190,281_.jpg",['2021'],None
Kesisen Kültürler,32,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BMGM2ZDRmNjktZGY5MS00NGZlLWIzNTMtOTQ0MmQ5NDQyMGU0XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR4,0,190,281_.jpg","['2020', ' ']",1
Keske Hiç Büyümeseydik,120,5.5,['Comedy. Drama. Family'],"https://m.media-amazon.com/images/M/MV5BYjJmMDU2NGEtZjE1ZS00Zjk2LWJkNGUtZGYwZDA2NWU4MDk3XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR119,0,190,281_.jpg",['2018'],None
Keske Olmasaydi...,None,4.9,['Documentary'],"https://m.media-amazon.com/images/M/MV5BMGJjOWY1NTUtOTZlMy00MTUyLWIzMTItMjMxNzA0NDI3MTZkXkEyXkFqcGdeQXVyMzg2NTgzNzg@._V1_QL75_UY281_CR115,0,190,281_.jpg",['2007'],1
Keskin Biçak,None,6.3,['Action. Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BOTc5MGI3YzEtYjNhNC00YjdlLWFjYTMtMjAzY2I1MDUzYThjXkEyXkFqcGdeQXVyMjc2Mzk3ODA@._V1_QL75_UX140_CR0,1,140,140_.jpg",['2010'],None
Kezban Yenge,None,6.0,['Comedy'],"https://m.media-amazon.com/images/M/MV5BNDNlY2MwNGItMjlhMi00ZjIzLWExMzgtMjExM2I4NTJmYzA1XkEyXkFqcGdeQXVyOTQyODkxNzU@._V1_QL75_UY140_CR35,0,140,140_.jpg","['2005', '2006']",None
Kibar Ana,60,None,['Comedy'],None,['2002'],None
Kibele,None,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BZTZkOGYyNDgtYzkxOC00ZWQxLTkxNWMtYzk5MjYyOWRiZjcwXkEyXkFqcGdeQXVyODcwNjQzMjc@._V1_QL75_UY281_CR190,0,190,281_.jpg",['2013'],None
Kibris 1974,32,None,['Action'],None,[''],None
Kibris'ta Türkler,28,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BNTMyYzRmNDAtNDBiNC00MzhiLWIyMTAtNzcwOThhZmNmZGFkXkEyXkFqcGdeQXVyMTMwNjE1NTA0._V1_QL75_UY281_CR46,0,190,281_.jpg","['2002', '2003']",None
Kids' Choice,None,None,['Game-Show'],"https://m.media-amazon.com/images/M/MV5BZWQ1YTJhNDAtOWIxYS00OGU5LWIxODQtZTk4YjczMzNhZDRjXkEyXkFqcGdeQXVyMjc2Mzk3ODA@._V1_QL75_UX140_CR0,0,140,140_.jpg",[''],None
Kilibiklar Mahallesi,90,None,['Comedy'],"https://m.media-amazon.com/images/M/MV5BZmYwYjI2YWItYjBmMS00NjM3LTg3MTYtOGUwNDZjMzg1NjJjXkEyXkFqcGdeQXVyMjk4NTgwOTE@._V1_QL75_UY281_CR93,0,190,281_.jpg",['1997'],1
Kiliç Günü,90,7.0,['Action. Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BNzc0NDg4YjktNTIwMy00YTkwLWIxN2QtZmNiZWE0NjI0ZmE4XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR14,0,190,281_.jpg",['2010'],1
Kim Milyoner Olmak Ister?,75,7.4,['Game-Show'],"https://m.media-amazon.com/images/M/MV5BZGE1N2E1ODgtZmQ4MC00YTlkLTlmMGItNzAzN2RmMzQ5MjkwXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UX190_CR0,22,190,281_.jpg","['2000', ' ']",1
Kimse Bilmez,120,6.2,['Action. Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BYTliYWU5YmItYmZlMi00YTg2LWExYzItYWExMzg4MGE1ZTE1XkEyXkFqcGdeQXVyOTQ1Mzg0Mzg@._V1_QL75_UX140_CR0,0,140,140_.jpg",['2019'],None
Kimyaci,None,None,None,None,"['2000', '2001']",None
Kinacilar Konagi,60,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BMjU4MTQwYmItZThlMC00NGRlLTlhNTktZGVhY2JkODZkZWYxXkEyXkFqcGdeQXVyNDg0NjMwNDY@._V1_QL75_UX190_CR0,7,190,281_.jpg",['2008'],3
Kinali Kar,60,4.1,['Drama'],"https://m.media-amazon.com/images/M/MV5BNWUxODlkN2MtY2U2Ny00N2YwLTkwNjYtZWNlZDVkNTM3M2E0XkEyXkFqcGdeQXVyMzA1ODY4NjQ@._V1_QL75_UY281_CR7,0,190,281_.jpg","['2002', '2004']",3
Kiralik Ask,120,7.2,['Comedy. Romance'],"https://m.media-amazon.com/images/M/MV5BMTA0MGQ3MmMtNWQ3YS00ZTI3LWIwNDEtOWJjOWM3YzYxNjQ1XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UX190_CR0,6,190,281_.jpg","['2015', '2017']",2
Cherry Season,120,5.6,['Comedy. Romance'],"https://m.media-amazon.com/images/M/MV5BMDdkMzBhNjktMThjOC00YzMyLTgxMGEtNTQwMzNmZWI5NDZjXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR66,0,190,281_.jpg","['2014', '2015']",4
Orphan Flowers,140,5.6,['Crime. Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BMDhmNDU4ZWYtOTVkZi00OGQ0LWE5NjEtOTY4ODEwYjE3ZTE1XkEyXkFqcGdeQXVyNTczMjA3ODg@._V1_QL75_UY281_CR89,0,190,281_.jpg","['2015', '2018']",1
Kirik Ayna,None,5.7,['Drama'],"https://m.media-amazon.com/images/M/MV5BYTI3YmExNDctOTY0OC00OTZjLThhZmEtN2Y4MmFlNTI2Y2U4XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR18,0,190,281_.jpg","['2002', '2003']",2
Kirik Hayatlar,None,6.0,['Romance'],"https://m.media-amazon.com/images/M/MV5BOGNmZjBmYjktZGFjMS00NTkyLTkxZWQtMTkwMTUzODVkNTExXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UY281_CR6,0,190,281_.jpg","['2021', '2022']",None
Kirik Kanatlar,80,7.4,['Drama. History. Romance'],None,"['2006', '2007']",None
Kirilma Noktasi,None,None,['Documentary. News'],"https://m.media-amazon.com/images/M/MV5BZTM3MDFlMjItN2Q1My00ZmZiLTk1ZTAtNGE2YTE1OTFmZjQ3XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR6,0,190,281_.jpg","['2004', '2010']",1
Kirlangiç Firtinasi,120,6.0,['Drama'],"https://m.media-amazon.com/images/M/MV5BMTJhMDQyYTYtZjZkNi00MjIyLWJjMWUtNWY2MDViNDg3OTVmXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",['2017'],1
Kirli Çamasirlar,20,2.6,['Comedy. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BODM1NGVhMGEtZTM2OC00YTExLThkODgtMDgyYjcwYjJjOTU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjQxNTI2Mzg@._V1_QL75_UY281_CR107,0,190,281_.jpg",['2021'],None
Kirmizi Isik,25,3.6,['Drama'],"https://m.media-amazon.com/images/M/MV5BODdlNzZjNDEtZjZjNC00MTE1LWJiNzgtZDUzZmMxNjgzYWNkXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_QL75_UY281_CR18,0,190,281_.jpg",['2008'],1
Kirmizi Kamyon,120,6.6,['Action. Drama'],"https://m.media-amazon.com/images/M/MV5BZWY5ZmE1YTUtMmI3Ny00ZGQ1LWJhOTgtNDEwOTRlZmUxMDkzXkEyXkFqcGdeQXVyMTE2MDU0NzAw._V1_QL75_UX190_CR0,35,190,281_.jpg",['2021'],3
The Red Room,120,7.4,['Drama'],"https://m.media-amazon.com/images/M/MV5BMmQ2ZTA0NDMtODdjMS00OGUxLTkwZWQtNGQyMjg4MjFmNzBhXkEyXkFqcGdeQXVyODY1MDkwOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","['2020', '2022']",2
Kis Günesi,120,7.3,['Drama'],"https://m.media-amazon.com/images/M/MV5BZjE4ZGFhN2UtMWFiMC00MDcwLWEyZTktMDNmNzgxNmViYWYwXkEyXkFqcGdeQXVyOTU0MDI1MzU@._V1_QL75_UX190_CR0,2,190,281_.jpg",['2016'],2
Kisa Bir Ara,None,None,['Talk-Show'],"https://m.media-amazon.com/images/M/MV5BNzQxYzFkMzItMzg1OC00M2JhLTgwYjYtNzY1OTMxZWUyN2UwXkEyXkFqcGdeQXVyMTIzNTI0Njcx._V1_QL75_UY281_CR155,0,190,281_.jpg","['2019', '2020']",None
Kisa Film Kusagi,30,None,['News'],"https://m.media-amazon.com/images/M/MV5BMzExM2UzNWQtNTkzYS00MjhlLTljM2UtNTc1NWFlMzdiMjAxXkEyXkFqcGdeQXVyODgxMDAxMjY@._V1_QL75_UY207_CR2,0,140,207_.jpg","['2022', ' ']",None
Kismet Sov,None,None,['Comedy'],"https://m.media-amazon.com/images/M/MV5BMzMxMDFkYTQtOGViZi00NjhlLTlmMmQtZjQ0NzlkODgxN2M1XkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR140,0,190,281_.jpg",['2019'],1
Kismetse Olur,None,6.5,['Reality-TV. Romance'],None,"['2015', '2017']",None
Kissali Harikalar Kumpanyasi,None,None,None,"https://m.media-amazon.com/images/M/MV5BMGZkNzhiMGEtMjhjNS00YmQ2LTkzYjYtYjNkNDlkZTllZGZmXkEyXkFqcGdeQXVyMjc2Mzk3ODA@._V1_QL75_UX140_CR0,0,140,140_.jpg",['2015'],None
Kivilcim,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BMjQyOTA4OGUtOWJmMC00OTc3LTk0NTUtYWQ2NTUxZDI3OTE5XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",['1999'],None
Don't wear it,35,5.5,['Action. Crime. Drama'],"https://m.media-amazon.com/images/M/MV5BNTQ3NDAwNTktNzJlNS00ZDUwLWFkZTQtODBmMTM0Mjc0ZTI4XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR93,0,190,281_.jpg",['2022'],None
Kiz Annesi,80,None,['Family'],"https://m.media-amazon.com/images/M/MV5BOTk0MWFlZGYtZDNjMy00N2ZkLTk5Y2UtNWYzNmU1YTRiZmFkXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR4,0,190,281_.jpg",['2011'],1
Kizilcik Serbeti,None,6.2,['Drama'],"https://m.media-amazon.com/images/M/MV5BMjk5ZDdkZjgtMjUyZS00ZjZmLWFjMGUtYjIxNDRjNTYzNDQ5XkEyXkFqcGdeQXVyNTUyNjIyMzg@._V1_QL75_UY281_CR11,0,190,281_.jpg","['2022', ' ']",1
Kizilelma,None,5.8,['Action'],"https://m.media-amazon.com/images/M/MV5BNzY5OWIxNTgtM2ZmNy00Y2UwLTkwYWYtNjdlN2MyNDYxYmRkXkEyXkFqcGdeQXVyNTM5NjkxMzM@._V1_QL75_UX190_CR0,14,190,281_.jpg",['2014'],2
Kizim,120,6.6,['Drama'],"https://m.media-amazon.com/images/M/MV5BZGU4NGRmNTctNTMyMi00ODVmLTlmM2YtZWE1Y2E2YzljYTc3XkEyXkFqcGdeQXVyMTE2MDU0NzAw._V1_QL75_UX190_CR0,4,190,281_.jpg","['2018', '2019']",2
Kizim Nerede,90,4.0,['Action. Crime. Drama'],"https://m.media-amazon.com/images/M/MV5BNDQ5MGYxYTEtZmU3OS00OTgyLThkMDUtNTQ4NmU3ODA0ZTU0XkEyXkFqcGdeQXVyNTczMjA3ODg@._V1_QL75_UY281_CR11,0,190,281_.jpg","['2010', '2011']",None
Kizim Osman,None,None,['Comedy. Drama. Family'],"https://m.media-amazon.com/images/M/MV5BNjRhNTQ2YjItZWNhMS00YmNjLTg2ODMtNjA4MGFhYWM2ZTIyXkEyXkFqcGdeQXVyMjc2Mzk3ODA@._V1_QL75_UX140_CR0,3,140,140_.jpg",['1998'],None
Kizlar Sinifi,None,5.5,['Comedy'],"https://m.media-amazon.com/images/M/MV5BZjBiNDBkZTMtOWYzZC00ZjkyLTgyYTYtNGMwY2EzOWZiMThkXkEyXkFqcGdeQXVyODA2OTcwOQ@@._V1_QL75_UX190_CR0,21,190,281_.jpg",['1994'],1
Kizlar Yurdu,90,4.2,['Comedy. Drama. Family'],"https://m.media-amazon.com/images/M/MV5BOTQ2NzllNjAtMDM0OS00YTZiLWFiNWMtYzRjZmI5YzdlODYxXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR130,0,190,281_.jpg",['2006'],None
Kizlar ve Anneleri,None,4.8,['Game-Show'],"https://m.media-amazon.com/images/M/MV5BZmMyMmRkYTctMDJhMi00NjdjLTkwNzctOGY0MTgxMWU0MmIwXkEyXkFqcGdeQXVyODY1MDkwOQ@@._V1_QL75_UX190_CR0,4,190,281_.jpg","['2013', '2014']",2
Kizlarim Için,120,6.5,['Drama'],"https://m.media-amazon.com/images/M/MV5BMjMzNTM1NTk1OF5BMl5BanBnXkFtZTgwOTAxMTcwNjE@._V1_QL75_UY281_CR6,0,190,281_.jpg","['2017', '2018']",1
Kizma Kazan,None,6.9,['Game-Show'],"https://m.media-amazon.com/images/M/MV5BOWY3MzUxN2QtOWQ1Ny00NTE5LWI3MmUtZjNjZDE2OGJiNTJlXkEyXkFqcGdeQXVyMTQ4MDU2ODI5._V1_QL75_UY281_CR112,0,190,281_.jpg","['2013', '2014']",None
Klasikler,None,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BNmNhMWQ5MGUtYjE3MS00ZWFlLThjZDctN2FlNGIxN2MwZWQ0XkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR27,0,190,281_.jpg","['2017', '2018']",1
Klavye Delikanlilari,None,7.2,['Comedy'],"https://m.media-amazon.com/images/M/MV5BZTlmZWI5ZjctNTFiYS00ZDVlLWE0NzgtYjlmN2FmZTBkNzgyXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR155,0,190,281_.jpg",['2017'],None
Kobra Show,None,None,['Music. Talk-Show'],"https://m.media-amazon.com/images/M/MV5BMmEwZDE3OTAtYmY5NC00ZDFjLWI2OGYtY2QwNjBlMGJiMTcwXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR46,0,190,281_.jpg",['2013'],None
Koca Kafalar Baba Haber Bulteni,40,5.7,['Comedy'],"https://m.media-amazon.com/images/M/MV5BNzRmMDNkMmYtYTk3Mi00OTkwLWE0M2MtZGRkZDg2YWIxOTAzXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR93,0,190,281_.jpg","['2009', '2016']",None
Koca Kafalar TV,None,5.0,['Comedy'],"https://m.media-amazon.com/images/M/MV5BZjMyMWZhMjUtNjQ1YS00YmI2LWExMzUtMWVkNDZjMDYzZDNiXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR155,0,190,281_.jpg","['2007', '2008']",1
Koca Koca Yalanlar,120,5.8,['Comedy'],"https://m.media-amazon.com/images/M/MV5BM2FjNDE3ZGUtZWVmNC00MDBiLWFiZGItYTNkOGEzNGVjNWZhXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR27,0,190,281_.jpg",['2018'],1
Kocaman Ailem,120,5.0,['Comedy. Family'],"https://m.media-amazon.com/images/M/MV5BZDVhZTZhNDYtZTM2OS00MTQzLTkwZWUtYTMyMjQ1NDNiOTc4XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UX190_CR0,0,190,281_.jpg",['2018'],2
Kocamin Ailesi,100,4.1,['Comedy. Drama. Family'],"https://m.media-amazon.com/images/M/MV5BMTQ3NzQ4NjkxN15BMl5BanBnXkFtZTgwNDYyMzE0MDI@._V1_QL75_UX140_CR0,32,140,140_.jpg","['2014', '2015']",None
Kolej,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BMTI1NjY0N2UtNDg3Yi00MzE3LWExNDUtYjk0MGVhOWM5YmZjXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR18,0,190,281_.jpg",[''],1
Kolej Rüyasi,None,2.0,['Comedy. Drama'],"https://m.media-amazon.com/images/M/MV5BOWE5ODA2NGItNzcyZi00NzBjLWJlZjYtMDUxNWNiMTI4NzhkXkEyXkFqcGdeQXVyNjM4ODM1ODQ@._V1_QL75_UY281_CR5,0,190,281_.jpg",['2021'],1
Kolej Sinifi,None,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BODAzM2NlMWYtNDdkMy00NzQwLWI2ODMtMDRkODlmZWUyNjYzXkEyXkFqcGdeQXVyMTQ3Njg1NTQy._V1_QL75_UY281_CR155,0,190,281_.jpg",['2018'],None
Koleksiyoner,26,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BYTJlODYxMWUtNTBlNi00MjlhLTk4YmItNTM4NzlmNTA4ODQ1XkEyXkFqcGdeQXVyNTM5NjkxMzM@._V1_QL75_UY281_CR15,0,190,281_.jpg","['2019', '2020']",4
Kollama,90,6.8,['Action. Crime. Drama'],"https://m.media-amazon.com/images/M/MV5BOTg1Nzc5Y2EtMmI3NS00YzVmLTg1YWItYmYxOWZlZjQ0ZDRlXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_QL75_UY281_CR3,0,190,281_.jpg","['2008', '2011']",4
Komedi Dükkani,70,8.0,['Comedy'],"https://m.media-amazon.com/images/M/MV5BMmY5ZDkxZDgtNTJkYi00YjVmLTkxOTMtZTNlY2Y4ZDdiYzEzXkEyXkFqcGdeQXVyNTczMjA3ODg@._V1_QL75_UY281_CR170,0,190,281_.jpg","['2007', '2011']",None
